City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,kilindoni,-7.9139,39.6668,27.87,73,19,4.04,TZ,1702228259
296,mili,6.0815,171.735,27.6,83,92,7.52,MH,1702228217
297,grand baie,-20.0182,57.5802,26.36,82,100,2.68,MU,1702228045
298,vitali,7.3711,122.2886,25.82,87,72,0.66,PH,1702228260
299,laghouat,33.8,2.8651,15.23,46,19,0.96,DZ,1702228260
300,can tho,10.0333,105.7833,25.99,89,20,2.57,VN,1702228260
301,kudahuvadhoo,2.6708,72.8944,28.43,75,56,1.43,MV,1702228260
302,saint-pierre,-21.3393,55.4781,25.82,78,91,1.54,RE,1702228260
303,paita,-5.0892,-81.1144,24.87,67,19,5.12,PE,1702228260
304,villa gesell,-37.2639,-56.973,21.29,69,1,4.83,AR,1702228260
305,at taj,24.2049,23.2857,15.95,49,0,5.34,LY,1702228261
306,luang prabang,19.8856,102.1347,21.67,96,25,0.49,LA,1702228261
307,kerikeri,-35.2268,173.9474,18.28,90,100,1.72,NZ,1702228261
308,linghai,41.1653,121.3667,-9.18,29,100,6.63,CN,1702228261
309,severo-yeniseyskiy,60.3725,93.0408,-38.57,100,41,0.45,RU,1702228261
310,pandan,14.0453,124.1694,26.06,84,32,2.13,PH,1702228261
311,jiuquan,39.7432,98.5174,-3.38,46,90,1.61,CN,1702228261
312,shenjiamen,29.9576,122.298,14.39,95,68,5.87,CN,1702228261
313,acarau,-2.8856,-40.12,30.12,60,96,8.28,BR,1702228261
314,swakopmund,-22.6833,14.5333,17.21,77,49,2.24,NA,1702228261
315,akureyri,65.6835,-18.0878,-9.23,82,17,1.95,IS,1702228261
316,newman,37.3138,-121.0208,7.86,68,100,0.54,US,1702228216
317,dem'yanovo,60.3511,47.0842,-19.65,90,100,3.54,RU,1702228262
318,wagar,16.1525,36.2032,30.96,22,8,3.75,SD,1702228262
319,hasaki,35.7333,140.8333,12.94,70,95,0.69,JP,1702228262
320,aquitania,5.5197,-72.8875,13.13,81,98,2.04,CO,1702228262
321,hammerfest,70.6634,23.6821,-4.75,63,75,5.66,NO,1702228262
322,monterey,36.2505,-121.2516,10.1,33,95,0.31,US,1702228262
323,trinidad,-14.8333,-64.9,33.99,55,20,3.09,BO,1702228262
324,canitas de felipe pescador,23.6,-102.7167,15.52,39,2,3.75,MX,1702228262
325,yonan-up,37.9089,126.1611,7.55,80,100,6.23,KP,1702228262
326,tazovsky,67.4667,78.7,-31.87,93,62,3.55,RU,1702228145
327,hacienda huancane,-15.8222,-70.8856,13.58,37,53,4.92,PE,1702228262
328,karema,-6.8205,30.4389,22.57,85,100,1.1,TZ,1702228263
329,punta del este,-34.9667,-54.95,25.06,72,20,5.66,UY,1702228263
330,sikonge,-5.6333,32.7667,21.72,79,100,2.17,TZ,1702228263
331,kankan,10.3854,-9.3057,33.62,12,99,2.04,GN,1702228263
332,guanica,17.9716,-66.908,31.65,51,12,7.44,PR,1702228263
333,hannibal,39.7084,-91.3585,0.51,69,40,4.63,US,1702228263
334,east ballina,-28.8667,153.5833,23.85,62,86,4.03,AU,1702228263
335,sarupathar,26.1984,93.8094,16.69,94,9,1.09,IN,1702228043
336,klyuchi,52.2667,79.1667,-20.62,84,21,1.98,RU,1702228263
337,zaozersk,69.4005,32.4476,-12.96,87,99,6.69,RU,1702228263
338,pacific grove,36.6177,-121.9166,13.94,43,0,5.81,US,1702228263
339,margate,51.3813,1.3862,12.17,93,80,4.02,GB,1702228264
340,basco,20.4487,121.9702,26.96,82,19,7.87,PH,1702228264
341,kiffa,16.6166,-11.4045,32.93,10,50,6.87,MR,1702228264
342,zima,53.9202,102.0442,-33.92,100,8,0.87,RU,1702228264
343,lloydminster,53.2835,-110.0016,-6.18,84,20,2.87,CA,1702228264
344,hermanus,-34.4187,19.2345,20.83,60,0,7.53,ZA,1702228151
345,cam pha mines,21.0167,107.3,21.27,95,41,1.31,VN,1702228264
346,lethbridge,49.7,-112.8186,-1.74,69,34,7.28,CA,1702228264
347,tobelo,1.7284,128.0095,26.4,82,98,1.84,ID,1702228264
348,chita,52.0333,113.55,-36.06,68,11,1.0,RU,1702228264
349,provins,48.5833,3.1667,10.76,91,100,9.05,FR,1702228264
350,monrovia,6.3005,-10.7969,31.87,73,69,5.22,LR,1702228265
351,lazaro cardenas,17.9583,-102.2,29.74,49,100,0.57,MX,1702228238
352,ndende,-2.4008,11.3581,24.89,94,97,1.84,GA,1702228265
353,kouvola,60.8667,26.7,-9.87,94,100,5.14,FI,1702228265
354,papao,-17.75,-149.55,27.82,84,87,12.45,PF,1702228147
355,shache,38.4167,77.2406,3.5,35,3,3.51,CN,1702228265
356,rabo de peixe,37.8,-25.5833,17.77,99,75,4.63,PT,1702228265
357,giddings,30.1827,-96.9364,11.22,23,0,7.39,US,1702228265
358,awjilah,29.1081,21.2869,16.58,52,64,2.45,LY,1702228265
359,leongatha,-38.4833,145.95,17.22,94,100,0.59,AU,1702228265
360,onega,63.9061,38.1404,-13.9,92,100,5.9,RU,1702228265
361,crane,31.3974,-102.3501,7.07,33,0,3.8,US,1702228265
362,malakal,9.5334,31.6605,30.29,22,92,2.39,SS,1702228266
363,afif,23.9065,42.9172,19.18,21,100,3.49,SA,1702228266
364,jand,33.4299,72.0193,13.98,28,32,0.41,PK,1702228266
365,lompoc,34.6391,-120.4579,19.32,53,0,3.09,US,1702228252
366,canico,32.6333,-16.85,22.78,90,75,2.06,PT,1702228266
367,alaghsas,17.0187,8.0168,23.32,17,2,7.34,NE,1702228266
368,port hedland,-20.3167,118.5667,28.03,15,1,6.69,AU,1702228266
369,yancheng,33.3856,120.1253,9.44,89,100,5.79,CN,1702228266
370,maumere,-8.6199,122.2111,27.43,76,99,1.47,ID,1702228266
371,mundri,-6.9558,111.71,24.84,92,100,1.31,ID,1702228266
372,banska stiavnica,48.4486,18.91,-0.86,98,100,0.7,SK,1702228266
373,kupang,-10.1667,123.5833,26.73,87,100,1.57,ID,1702228266
374,dawukou,39.0419,106.3958,0.41,37,54,1.63,CN,1702228267
375,cuyo,10.8525,121.0086,27.88,81,100,8.84,PH,1702228267
376,yarmouth,41.7057,-70.2286,17.19,87,75,5.14,US,1702228267
377,aral,40.5156,81.2636,-0.92,45,5,3.2,CN,1702228267
378,butte,39.6499,-121.5677,13.88,77,0,0.0,US,1702228267
379,vidyayevo,69.3191,32.8049,-11.84,86,99,7.58,RU,1702228267
380,saint-francois,46.4154,3.9054,10.69,77,100,2.57,FR,1702228267
381,souillac,-20.5167,57.5167,26.21,78,75,3.6,MU,1702228267
382,gizo,-8.103,156.8419,27.32,76,70,2.77,SB,1702228267
383,pointe aux piments,-20.0628,57.5131,26.4,81,100,7.17,MU,1702228267
384,dunedin,-45.8742,170.5036,8.78,72,51,1.0,NZ,1702228148
385,necochea,-38.5473,-58.7368,23.5,48,2,4.88,AR,1702228267
386,bogale,16.2833,95.4,23.5,81,50,2.77,MM,1702228268
387,neyriz,29.1988,54.3278,11.63,28,11,0.75,IR,1702228268
388,al qutayfah,33.7385,36.6007,9.9,59,99,1.49,SY,1702228268
389,barkhera kalan,28.45,79.8,14.35,33,0,1.16,IN,1702228268
390,vilhena,-12.7406,-60.1458,32.79,40,43,1.48,BR,1702228268
391,la'ie,21.6477,-157.9253,24.14,83,40,2.68,US,1702228268
392,vilyuysk,63.7553,121.6247,-27.9,96,100,3.33,RU,1702228268
393,changshu city,31.6462,120.7422,11.08,93,99,2.25,CN,1702228268
394,najran,17.4924,44.1277,17.36,28,44,2.02,SA,1702228268
395,touros,-5.1989,-35.4608,29.23,56,42,6.36,BR,1702228268
396,beidao,34.5686,105.8933,3.68,85,88,0.82,CN,1702228268
397,pathein,16.7833,94.7333,23.54,78,5,2.92,MM,1702228268
398,holualoa,19.6228,-155.9522,21.59,76,0,1.79,US,1702228269
399,lijiang,26.8688,100.2207,3.78,80,0,2.28,CN,1702228269
400,remire-montjoly,4.9167,-52.2667,32.02,62,75,5.14,GF,1702228269
401,polyarnyy,69.1989,33.4478,-10.79,85,100,8.5,RU,1702228269
402,bafoulabe,13.8065,-10.8321,36.07,6,85,3.38,ML,1702228269
403,megion,61.0296,76.1136,-36.99,97,11,2.84,RU,1702228269
404,kirkwood,38.5834,-90.4068,3.22,66,40,5.14,US,1702228269
405,genhe,50.7833,121.5167,-37.09,100,21,0.89,CN,1702228269
406,tutoia,-2.7619,-42.2744,29.88,64,85,7.44,BR,1702228026
407,winschoten,53.1442,7.0347,8.99,90,100,4.76,NL,1702228269
408,cockburn town,21.4612,-71.1419,27.98,65,40,7.72,TC,1702228177
409,zhelezinka,53.54,75.3072,-26.72,100,92,1.25,KZ,1702228269
410,cabinda,-5.55,12.2,27.54,77,99,4.1,AO,1702228270
411,shrigonda,18.6167,74.6833,22.58,51,33,3.85,IN,1702228270
412,island harbour,50.724,-1.2758,12.18,92,69,4.47,GB,1702228190
413,pasighat,28.0667,95.3333,17.23,82,69,1.27,IN,1702228270
414,utrik,11.2278,169.8474,27.21,76,87,10.83,MH,1702228270
415,nantucket,41.2835,-70.0995,15.08,94,100,7.2,US,1702228270
416,hithadhoo,-0.6,73.0833,28.16,73,88,0.26,MV,1702228270
417,bhuj,23.2667,69.6667,19.81,31,0,1.12,IN,1702228109
418,gerash,27.6652,54.1371,16.41,30,26,2.16,IR,1702228270
419,mpika,-11.8343,31.4529,23.28,51,61,2.41,ZM,1702228270
420,conception bay south,47.4999,-52.9981,3.02,79,17,2.06,CA,1702228270
421,den burg,53.0542,4.7972,9.44,89,75,8.75,NL,1702228270
422,vila velha,-20.3297,-40.2925,26.97,75,75,5.66,BR,1702228259
423,villazon,-22.0866,-65.5942,19.64,39,27,5.78,BO,1702228271
424,kot malik barkhurdar,30.1944,66.993,8.57,29,1,1.69,PK,1702228271
425,lata,40.1629,-8.3327,17.26,89,65,1.49,PT,1702228271
426,labytnangi,66.6572,66.4183,-30.82,100,88,2.56,RU,1702228271
427,the dalles,45.5946,-121.1787,8.46,96,100,1.54,US,1702228271
428,fort st. john,56.2499,-120.8529,-3.83,82,100,2.7,CA,1702228271
429,saldanha,-33.0117,17.9442,18.0,82,16,9.51,ZA,1702228270
430,narimanov,46.6927,47.8498,-4.05,62,100,8.46,RU,1702228271
431,dalandzadgad,43.5708,104.425,-7.81,62,75,0.88,MN,1702228271
432,ryotsu-minato,38.0833,138.4333,7.42,69,100,5.22,JP,1702228271
433,cheremushki,52.8356,91.3944,-25.96,98,71,1.01,RU,1702228271
434,ugoofaaru,5.6667,73.0,28.76,75,86,3.64,MV,1702228272
435,birao,10.2849,22.7882,28.4,19,86,1.67,CF,1702228272
436,timimoun,29.2639,0.231,17.84,28,42,4.12,DZ,1702228161
437,argostolion,38.1811,20.489,13.75,54,75,2.57,GR,1702228272
438,manakara,-22.1333,48.0167,24.74,92,35,2.54,MG,1702228046
439,ishigaki,24.3448,124.1572,24.86,80,93,5.9,JP,1702228272
440,padang,-0.9492,100.3543,27.03,91,98,1.31,ID,1702228272
441,lhasa,29.65,91.1,-0.92,45,8,1.43,CN,1702228272
442,nadi,-17.8,177.4167,21.0,73,40,2.57,FJ,1702228027
443,sheridan,44.8333,-106.9173,2.21,54,0,1.54,US,1702228003
444,kerman,30.2832,57.0788,12.97,20,22,1.1,IR,1702228272
445,rikaze,29.25,88.8833,0.18,39,56,1.04,CN,1702228272
446,whangarei,-35.7317,174.3239,15.36,92,100,1.91,NZ,1702228272
447,yerofey pavlovich,53.9667,121.9667,-31.01,92,11,1.67,RU,1702228273
448,tionk essil,12.7856,-16.5217,35.54,13,100,0.63,SN,1702228245
449,horta,38.5333,-28.6333,18.34,80,40,9.26,PT,1702228273
450,taltal,-25.4,-70.4833,18.91,72,13,2.18,CL,1702228148
451,balykchy,42.4557,76.1861,-1.05,53,100,0.07,KG,1702228273
452,sola,-13.8833,167.55,26.31,79,100,8.5,VU,1702228273
453,al jawf,29.5,38.75,20.93,44,100,5.11,SA,1702228273
454,pisco,-13.7,-76.2167,22.03,73,0,5.66,PE,1702228066
455,tame,6.461,-71.73,29.72,55,96,3.96,CO,1702228273
456,novomichurinsk,54.0384,39.7479,-8.51,95,100,5.5,RU,1702228273
457,bhamo,24.2667,97.2333,16.94,81,0,0.66,MM,1702228273
458,cannonvale,-20.2833,148.7,26.66,76,76,10.9,AU,1702228273
459,bayville,40.9106,-73.5621,14.89,90,100,1.79,US,1702228274
460,armacao de buzios,-22.7469,-41.8817,26.03,71,100,3.68,BR,1702228274
461,dudinka,69.4058,86.1778,-29.07,97,100,5.36,RU,1702228274
462,inarajan village,13.2736,144.7484,27.08,89,50,5.87,GU,1702228274
463,nikolayevsk-on-amure,53.1406,140.73,-19.84,77,100,5.65,RU,1702228274
464,mora,11.0461,14.1401,26.29,18,3,5.83,CM,1702228274
465,acapulco de juarez,16.8634,-99.8901,29.9,66,40,2.06,MX,1702228274
466,kuusamo,65.9667,29.1833,-14.98,85,100,3.6,FI,1702228274
467,lachi,33.3833,71.3386,14.44,30,12,1.59,PK,1702228274
468,kinablangan,7.6947,126.5503,25.45,86,29,1.89,PH,1702228274
469,piton saint-leu,-21.2196,55.3151,24.06,78,62,1.54,RE,1702228274
470,jurbarkas,55.0778,22.7664,-2.91,92,100,4.22,LT,1702228274
471,lapithos,35.3375,33.1792,13.16,65,100,3.41,CY,1702228275
472,skive,56.5667,9.0333,3.42,94,100,3.13,DK,1702228275
473,palikir - national government center,6.9248,158.1611,27.5,70,86,6.18,FM,1702228275
474,sao jose da coroa grande,-8.8978,-35.1478,28.65,58,81,4.62,BR,1702228275
475,matthew town,20.95,-73.6667,27.88,74,42,11.05,BS,1702228275
476,choibalsan,48.0667,114.5,-28.64,91,86,1.24,MN,1702228275
477,jatoba,-9.1831,-38.2689,36.53,22,1,5.38,BR,1702228275
478,samarinda,-0.5,117.15,23.78,98,100,0.45,ID,1702228275
479,mafinga,-7.25,35.0667,25.27,66,100,1.88,TZ,1702228163
480,felege neway,6.3,36.8833,22.14,63,50,1.62,ET,1702228275
481,kovalam,8.3667,76.9967,29.05,79,40,0.0,IN,1702228275
482,prainha,-1.8,-53.48,34.15,43,98,2.02,BR,1702228275
483,puerto aysen,-45.4,-72.7,12.53,99,100,2.42,CL,1702228276
484,bubaque,11.2833,-15.8333,29.4,44,100,2.74,GW,1702228276
485,kasongo-lunda,-6.4667,16.8167,23.57,92,98,0.54,CD,1702228276
486,malanje,-9.5402,16.341,20.39,90,97,1.45,AO,1702228276
487,dom pedrito,-30.9828,-54.6731,24.92,59,2,4.8,BR,1702228065
488,flying fish cove,-10.4217,105.6791,24.82,83,100,4.63,CX,1702228276
489,kavieng,-2.5744,150.7967,27.69,79,100,4.04,PG,1702228276
490,saskatoon,52.1168,-106.6345,-4.11,73,86,2.42,CA,1702228104
491,nova vicosa,-17.8919,-39.3719,28.12,67,36,5.03,BR,1702228276
492,vila do maio,15.1333,-23.2167,30.44,74,97,5.71,CV,1702228276
493,tamanrasset,22.785,5.5228,21.95,18,0,1.03,DZ,1702228277
494,nova sintra,14.8667,-24.7167,23.34,72,83,4.59,CV,1702228277
495,ulanhot,46.0833,122.0833,-20.55,73,46,1.69,CN,1702228277
496,russkaya polyana,49.417,31.9201,0.77,98,100,3.06,UA,1702228277
497,pordic,48.5705,-2.8178,13.19,86,20,7.2,FR,1702228277
498,arawa,-6.2132,155.5367,25.17,91,99,0.35,PG,1702228218
499,petropavlovsk-kamchatsky,53.0452,158.6483,0.25,95,100,6.71,RU,1702228275
500,amga,60.8953,131.9608,-27.93,91,100,4.01,RU,1702228277
501,tomatlan,19.9333,-105.25,31.46,33,85,0.18,MX,1702228277
502,karis,60.0718,23.6616,-1.88,82,100,3.32,FI,1702228277
503,sunbury,-37.5833,144.7333,17.42,96,75,3.09,AU,1702228277
504,riosucio,5.4216,-75.7032,23.34,60,61,0.37,CO,1702228278
505,sorong,-0.8833,131.25,27.39,81,100,2.76,ID,1702228278
506,lodwar,3.1191,35.5973,32.2,34,74,5.57,KE,1702228278
507,matelandia,-25.2408,-53.9964,20.77,95,100,3.15,BR,1702228278
508,eyl,7.9803,49.8164,26.02,80,40,9.43,SO,1702228278
509,igrim,63.1906,64.4162,-35.78,100,12,0.52,RU,1702228279
510,chiniot,31.72,72.9789,15.17,25,40,1.45,PK,1702228279
511,kununurra,-15.7667,128.7333,27.99,74,100,7.72,AU,1702228279
512,mahalapye,-23.1041,26.8142,19.79,74,100,1.06,BW,1702228279
513,urzhar,47.093,81.6294,-8.96,67,96,2.46,KZ,1702228279
514,ati,13.2154,18.3353,25.48,13,9,4.73,TD,1702228279
515,lagoa,39.05,-27.9833,16.89,80,100,10.35,PT,1702228280
516,moengo,5.6167,-54.4,31.33,56,49,2.97,SR,1702228280
517,suhut,38.5311,30.5458,6.16,72,98,2.05,TR,1702228280
518,ascension,30.2169,-90.9001,14.55,55,0,7.2,US,1702228280
519,labrador city,52.9463,-66.9114,-2.05,93,100,6.17,CA,1702228281
520,mo i rana,66.3128,14.1428,-2.74,54,75,5.66,NO,1702228282
521,westport,41.1415,-73.3579,14.7,93,100,2.06,US,1702228268
522,rundu,-17.9333,19.7667,29.57,22,92,0.43,NA,1702228283
523,lobujya,27.95,86.8167,-12.86,23,10,1.05,NP,1702228283
524,mandiana,10.6333,-8.6833,34.18,11,94,2.09,GN,1702228283
525,petawawa,45.9001,-77.3328,4.32,86,100,0.45,CA,1702228284
526,taulaga,-11.0553,-171.0883,25.11,92,100,9.69,AS,1702228285
527,boysun,38.2061,67.1986,5.92,38,100,3.09,UZ,1702228286
528,perbaungan,3.5679,98.956,26.06,92,100,1.84,ID,1702228286
529,codrington,-38.2667,141.9667,14.91,89,100,7.99,AU,1702228287
530,miranda,3.2499,-76.2281,29.07,68,86,1.43,CO,1702228287
531,calvinia,-31.4707,19.776,23.67,17,3,8.02,ZA,1702228287
532,riachao,-7.3619,-46.6172,26.05,77,71,1.82,BR,1702228287
533,coahuayana de hidalgo,18.7,-103.6583,31.24,43,98,0.46,MX,1702228287
534,cambria,35.5641,-121.0808,15.34,39,83,0.89,US,1702228287
535,haimen,23.1935,116.6142,21.03,85,100,1.39,CN,1702228288
536,gargalianoi,37.0667,21.6333,10.75,63,99,2.49,GR,1702228288
537,alvear,-29.0968,-56.5504,28.46,51,6,5.18,AR,1702228289
538,queenstown,-31.8976,26.8753,11.48,89,100,3.14,ZA,1702228290
539,bressanone,46.715,11.656,3.6,89,37,1.1,IT,1702228290
540,dryden,49.7833,-92.7503,-8.39,81,75,2.05,CA,1702228290
541,homer,59.6425,-151.5483,-1.06,64,100,6.17,US,1702228290
542,nizhnesortymskiy,62.4397,71.7603,-36.53,100,7,2.64,RU,1702228291
543,kristiansund,63.1115,7.732,1.36,69,0,1.54,NO,1702228291
544,winneba,5.3511,-0.6231,28.3,76,71,5.21,GH,1702228291
545,siwa oasis,29.2041,25.5195,17.87,37,6,2.63,EG,1702228291
546,porsa,26.67,78.3747,16.29,36,8,1.35,IN,1702228291
547,ocotal,13.6321,-86.4752,25.34,70,92,3.17,NI,1702228292
548,shingu,33.7333,135.9833,12.31,74,79,2.18,JP,1702228292
549,miass,55.045,60.1083,-22.0,99,99,0.89,RU,1702228292
550,brisas de zicatela,15.8369,-97.0419,30.29,58,0,3.09,MX,1702228173
551,kilju,40.9642,129.3278,-1.85,94,100,0.68,KP,1702228293
552,takoradi,4.8845,-1.7554,28.47,73,77,4.58,GH,1702228293
553,letlhakeng,-24.0944,25.0298,20.64,76,100,2.85,BW,1702228293
554,redencao,-4.2258,-38.7306,32.76,42,94,4.01,BR,1702228293
555,salinopolis,-0.6136,-47.3561,29.09,69,76,5.49,BR,1702228150
556,soavinandriana,-19.1667,46.7333,17.12,89,86,1.86,MG,1702228294
557,sen monorom,12.45,107.2,19.61,84,41,0.99,KH,1702228294
558,torredembarra,41.1451,1.3986,16.54,92,0,1.54,ES,1702228294
559,minjur,13.2667,80.2667,27.01,82,10,4.21,IN,1702228294
560,szolnok,47.1833,20.2,1.18,94,75,1.03,HU,1702228294
561,carbonear,47.7332,-53.2148,3.41,78,12,1.6,CA,1702228294
562,taroa,8.7058,171.2275,27.24,81,65,9.56,MH,1702228295
563,arteche,12.2645,125.4048,26.42,85,89,3.64,PH,1702228295
564,angaur state,6.906,134.13,28.55,79,89,6.52,PW,1702228295
565,midland,31.9974,-102.0779,8.92,31,0,4.63,US,1702228295
566,kosh-agach,50.0,88.6667,-28.16,90,56,0.89,RU,1702228295
567,hadibu,12.65,54.0333,25.06,71,14,5.79,YE,1702228295
568,kalymnos,36.95,26.9833,15.74,63,40,1.54,GR,1702228296
569,puerto deseado,-47.7503,-65.8938,15.32,59,95,9.18,AR,1702228296
570,amursk,50.2261,136.8994,-21.68,80,98,7.3,RU,1702228296
571,happy valley-goose bay,53.3168,-60.3315,-1.21,72,84,3.35,CA,1702228296
572,pelabuhanratu,-6.9875,106.5514,25.44,88,94,1.12,ID,1702228296
573,placido de castro,-10.3353,-67.1856,33.04,50,59,0.91,BR,1702228297
574,faya-largeau,17.9257,19.1043,24.51,16,98,3.77,TD,1702228297
575,ternate,0.8,127.4,27.05,82,100,2.47,ID,1702228298
576,yutan,28.25,112.55,7.78,85,97,6.56,CN,1702228298
577,opuwo,-18.0607,13.84,28.68,24,2,7.02,NA,1702228298
578,tabou,4.423,-7.3528,28.46,72,95,4.08,CI,1702228298
579,haiku-pauwela,20.9219,-156.3051,24.47,80,20,3.58,US,1702228185
580,al khafji,28.4391,48.4913,22.18,42,54,2.1,SA,1702228298
581,cambuga,13.6167,122.45,23.88,94,87,1.91,PH,1702228298
582,seguela,7.9611,-6.6731,33.21,17,56,1.67,CI,1702228298
583,la passe,45.5549,-0.8967,15.13,96,100,8.87,FR,1702228138
584,vila franca do campo,37.7167,-25.4333,18.27,99,100,5.59,PT,1702228227
585,boryeong,36.3493,126.5977,10.98,84,100,3.64,KR,1702228298
586,port lincoln,-34.7333,135.8667,15.72,94,100,11.52,AU,1702228195
587,ewo,-0.8725,14.8206,26.24,80,99,0.96,CG,1702228296
588,san ignacio rio muerto,27.4167,-110.2333,18.29,16,0,2.77,MX,1702228299
589,sanchursk,56.9413,47.2499,-22.68,92,100,4.1,RU,1702228299
590,inhambane,-23.865,35.3833,26.86,86,9,5.55,MZ,1702228299
591,canutama,-6.5339,-64.3831,36.81,39,95,1.47,BR,1702228299
592,itamaraca,-7.7478,-34.8256,30.03,58,64,4.84,BR,1702228289
